Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,AccountLength,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,PaymentMethod,Monthly Charge,ServiceUsage,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
4508-OEBEY,Male,41,No,No,Yes,No,0,United States,California,Goleta,93117,34.489983,-120.091246,49975,Q3,Yes,2,31,,Yes,27.37,No,Yes,DSL,15,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,2424.45,0,0,848.47,3272.92,3,Stayed,No,61,5611,,
0027-KWYKW,Female,30,No,No,Yes,Yes,2,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,Q3,Yes,1,23,Offer D,Yes,34.91,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,1849.95,0,0,802.93,2652.88,4,Stayed,Yes,78,3585,,
2308-STERM,Female,58,No,No,No,No,0,United States,California,Armona,93202,36.315979,-119.710852,2872,Q3,No,0,2,,Yes,6.65,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,61.05,0,0,13.3,74.35,5,Joined,Yes,63,5816,,
5982-XMDEX,Female,42,No,No,No,No,0,United States,California,Arvin,93203,35.116307,-118.817644,16206,Q3,No,0,65,Offer B,Yes,33.71,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.5,1698.55,0,0,2191.15,3889.7,3,Stayed,No,46,4404,,
6051-PTVNS,Female,31,No,No,Yes,Yes,1,United States,California,Bodfish,93205,35.523991,-118.400432,1954,Q3,No,0,55,Offer B,Yes,27.7,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,998.1,0,0,1523.5,2521.6,3,Stayed,No,29,5390,,
2877-VDUER,Female,36,No,No,Yes,Yes,1,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,Q3,Yes,6,35,,No,0,No,Yes,DSL,30,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,40.9,1383.6,0,0,0,1383.6,3,Stayed,No,78,5691,,
9152-AMKAK,Male,50,No,No,No,No,0,United States,California,Coalinga,93210,36.186867,-120.387793,18036,Q3,No,0,6,Offer E,Yes,22.95,No,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.25,493.4,0,0,137.7,631.1,5,Stayed,Yes,26,2706,,
9432-VOFYX,Male,26,Yes,No,No,No,0,United States,California,Delano,93215,35.772244,-119.209689,37280,Q3,No,0,17,Offer D,Yes,35.88,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.8,1207,0,0,609.96,1816.96,5,Stayed,Yes,56,5420,,
8049-WJCLQ,Male,50,No,No,Yes,Yes,2,United States,California,Ducor,93218,35.846067,-119.004073,823,Q3,Yes,5,10,Offer D,Yes,19.77,No,Yes,DSL,12,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,60.2,563.5,0,0,197.7,761.2,4,Stayed,Yes,52,5318,,
6586-PSJOX,Male,62,No,No,No,Yes,2,United States,California,Earlimart,93219,35.858054,-119.305858,9318,Q3,No,0,15,Offer D,Yes,1.63,No,Yes,DSL,11,No,No,Yes,Yes,No,No,No,No,One Year,No,Credit Card,55.2,864.55,0,80,24.45,969,4,Stayed,Yes,73,3608,,
9705-ZJBCG,Female,51,No,No,Yes,Yes,1,United States,California,Frazier Park,93222,34.907911,-119.234281,1526,Q3,Yes,5,13,Offer D,Yes,19.63,No,Yes,DSL,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.15,701.05,0,0,255.19,956.24,3,Stayed,Yes,43,4977,,
9670-BPNXF,Female,48,No,No,No,No,0,United States,California,Glennville,93226,35.735694,-118.738483,296,Q3,No,0,45,Offer B,Yes,8.4,No,Yes,DSL,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,62.55,2796.45,0,0,378,3174.45,3,Stayed,No,80,2935,,
3913-FCUUW,Female,52,No,No,Yes,Yes,1,United States,California,Hanford,93230,36.29223,-119.622676,53204,Q3,Yes,8,72,Offer A,Yes,6.85,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.45,5165.7,0,0,493.2,5658.9,3,Stayed,No,48,4463,,
3301-VKTGC,Male,27,Yes,No,Yes,Yes,1,United States,California,Huron,93234,36.217864,-120.080117,6918,Q3,Yes,1,68,,Yes,29.67,Yes,Yes,Fiber Optic,85,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.5,5696.6,0,0,2017.56,7714.16,3,Stayed,No,48,4380,,
9555-SAHUZ,Female,30,No,No,Yes,Yes,3,United States,California,Kernville,93238,35.852892,-118.397782,1873,Q3,Yes,5,38,,Yes,46.27,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,2076.05,0,0,1758.26,3834.31,3,Stayed,No,23,5499,,
0816-TSPHQ,Male,35,No,No,No,No,0,United States,California,Kettleman City,93239,35.996923,-120.000951,1809,Q3,No,0,2,,Yes,27.67,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,44.2,0,0,55.34,99.54,3,Joined,Yes,79,3976,,
9932-WBWIK,Male,43,No,No,No,No,0,United States,California,Lake Isabella,93240,35.607875,-118.466318,5564,Q3,No,0,11,Offer D,Yes,47.88,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,215.25,0,0,526.68,741.93,5,Stayed,Yes,46,5597,,
5286-YHCVC,Male,58,No,No,Yes,No,0,United States,California,Laton,93242,36.444232,-119.718285,2900,Q3,Yes,4,72,,Yes,40.49,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,0,0,2915.28,10385.38,4,Stayed,No,21,4165,,
9115-YQHGA,Male,26,Yes,No,No,No,0,United States,California,Lemoore,93245,36.303666,-119.825657,30419,Q3,No,0,40,Offer B,Yes,34.49,No,Yes,DSL,73,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,2092.9,0,0,1379.6,3472.5,5,Stayed,No,67,3355,,
8963-MQVYN,Female,28,Yes,No,No,Yes,2,United States,California,Lost Hills,93249,35.637715,-119.893068,2502,Q3,No,0,22,Offer D,Yes,43.97,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.55,469.85,0,0,967.34,1437.19,3,Stayed,Yes,44,3169,,
2458-EOMRE,Female,19,Yes,No,No,No,0,United States,California,Mc Farland,93250,35.666886,-119.186717,10781,Q3,No,0,11,Offer D,Yes,40.96,No,Yes,DSL,52,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,64.05,733.95,0,90,450.56,1274.51,4,Stayed,Yes,24,4171,,
6542-LWGXJ,Male,46,No,No,Yes,No,0,United States,California,Pixley,93256,35.957019,-119.330928,4198,Q3,Yes,1,3,Offer E,No,0,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25,78.25,0,0,0,78.25,4,Joined,Yes,70,2730,,
5567-GZKQY,Male,58,No,No,No,No,0,United States,California,Porterville,93257,36.008958,-118.891593,65566,Q3,No,0,58,Offer B,Yes,29.25,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1131.5,0,0,1696.5,2828,4,Stayed,No,20,4335,,
1222-LRYKO,Male,21,Yes,No,No,Yes,3,United States,California,Posey,93260,35.861928,-118.636698,266,Q3,No,0,6,Offer E,Yes,38.28,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.35,184.05,0,0,229.68,413.73,3,Stayed,Yes,22,2189,,
2087-QAREY,Female,60,No,No,Yes,No,0,United States,California,Sequoia National Park,93262,36.527243,-118.594938,56,Q3,Yes,1,22,Offer D,Yes,39.83,No,Yes,Cable,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,1178.75,0,0,876.26,2055.01,3,Stayed,Yes,53,5722,,
4423-JWZJN,Male,57,No,No,Yes,Yes,2,United States,California,Springville,93265,36.245926,-118.693138,3546,Q3,Yes,9,64,Offer B,Yes,45.35,Yes,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,90.25,5629.15,0,0,2902.4,8531.55,4,Stayed,No,53,4799,,
6490-FGZAT,Male,33,No,No,No,No,0,United States,California,Strathmore,93267,36.141319,-119.129075,5689,Q3,No,0,6,Offer E,Yes,32.34,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,109.3,0,0,194.04,303.34,5,Stayed,Yes,79,3266,,
7452-FOLON,Male,45,No,No,No,Yes,2,United States,California,Terra Bella,93270,35.939068,-119.043666,5868,Q3,No,0,39,,Yes,46.57,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.45,958.45,0,0,1816.23,2774.68,5,Stayed,No,53,5986,,
2320-TZRRH,Female,38,No,No,No,No,0,United States,California,Three Rivers,93271,36.413433,-118.854708,2318,Q3,No,0,20,,Yes,38.74,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,403.15,0,0,774.8,1177.95,3,Stayed,Yes,59,4700,,
4942-VZZOM,Male,40,No,No,Yes,No,0,United States,California,Tupman,93276,35.316263,-119.402559,236,Q3,Yes,3,64,Offer B,Yes,37.46,Yes,Yes,DSL,2,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,66.15,4392.5,0,0,2397.44,6789.94,3,Stayed,No,25,4703,,
7502-BNYGS,Female,29,Yes,No,Yes,No,0,United States,California,Wasco,93280,35.652242,-119.4464,22760,Q3,Yes,7,46,Offer B,Yes,31.88,No,Yes,DSL,53,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.1,3168,0,0,1466.48,4634.48,5,Stayed,No,53,2333,,
6147-CBCRA,Female,34,No,No,Yes,No,0,United States,California,Wofford Heights,93285,35.690535,-118.552784,2515,Q3,Yes,5,33,,Yes,4.15,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,0,0,136.95,806.4,4,Stayed,No,22,5759,,
6047-SUHPR,Male,60,No,No,Yes,Yes,2,United States,California,Woodlake,93286,36.464635,-119.094348,8870,Q3,Yes,5,39,,Yes,13.8,No,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,59.8,2343.85,0,140,538.2,3022.05,3,Stayed,No,58,3093,,
9752-ZNQUT,Female,51,No,No,No,No,0,United States,California,Visalia,93291,36.391777,-119.372842,36718,Q3,No,0,1,Offer E,Yes,7.99,No,Yes,Cable,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.6,48.6,0,0,7.99,56.59,5,Joined,Yes,24,3704,,
5666-MBJPT,Male,22,Yes,No,No,No,0,United States,California,Bakersfield,93304,35.339796,-119.023552,44588,Q3,No,0,65,Offer B,Yes,20.43,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.1,1725,0,0,1327.95,3052.95,4,Stayed,No,46,5449,,
7312-XSBAT,Male,47,No,No,No,No,0,United States,California,Bakersfield,93305,35.391733,-118.984109,35643,Q3,No,0,1,Offer E,Yes,41.79,No,Yes,DSL,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,0,0,41.79,91.54,4,Joined,Yes,79,2908,,
3096-GKWEB,Male,42,No,No,Yes,No,0,United States,California,Bakersfield,93306,35.449881,-118.841442,53481,Q3,Yes,1,18,,Yes,34.17,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,1691.9,0,0,615.06,2306.96,4,Stayed,Yes,40,4477,,
2371-JQHZZ,Male,54,No,No,Yes,No,0,United States,California,Bakersfield,93307,35.280113,-118.962329,59195,Q3,Yes,7,24,,Yes,46.91,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93,2248.05,0,40,1125.84,3413.89,5,Stayed,Yes,29,5886,,
0674-GCDXG,Male,20,Yes,No,No,No,0,United States,California,Bakersfield,93308,35.559617,-118.925185,44915,Q3,No,0,63,Offer B,Yes,42.59,Yes,Yes,DSL,85,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.9,4479.2,0,0,2683.17,7162.37,4,Stayed,No,38,5816,,
1121-QSIVB,Female,39,No,No,No,Yes,3,United States,California,Bakersfield,93309,35.342891,-119.064803,58632,Q3,No,0,44,Offer B,Yes,5.07,Yes,Yes,DSL,26,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,77.55,3471.1,0,0,223.08,3694.18,3,Stayed,No,43,5044,,
4396-KLSEH,Male,26,Yes,No,No,No,0,United States,California,Bakersfield,93311,35.16207,-119.194488,20440,Q3,No,0,4,Offer E,Yes,6.88,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,63,0,0,27.52,90.52,5,Stayed,Yes,71,5918,,
2824-MYYBN,Female,43,No,No,Yes,Yes,2,United States,California,Bakersfield,93313,35.140938,-119.051348,25126,Q3,No,0,37,,Yes,1.6,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,0,0,59.2,3373.35,4,Stayed,No,29,2969,,
6345-HOVES,Male,59,No,No,No,No,0,United States,California,Los Osos,93402,35.279984,-120.824288,14859,Q3,No,0,34,,No,0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0,0,0,852.7,4,Stayed,No,29,3800,,
8318-LCNBW,Male,53,No,No,Yes,No,0,United States,California,San Luis Obispo,93405,35.236549,-120.727344,31982,Q3,Yes,5,35,,No,0,No,Yes,DSL,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,53.15,1930.9,0,0,0,1930.9,3,Stayed,No,43,5638,,
6469-QJKZW,Female,35,No,No,Yes,No,0,United States,California,Arroyo Grande,93420,35.176236,-120.483243,24499,Q3,Yes,5,4,,Yes,45.84,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,91.4,0,0,183.36,274.76,3,Stayed,Yes,26,2198,,
6370-ZVHDV,Female,52,No,No,Yes,No,0,United States,California,Buellton,93427,34.631362,-120.238218,4644,Q3,Yes,1,61,Offer B,Yes,40.37,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.3,1554.9,0,0,2462.57,4017.47,4,Stayed,No,71,4501,,
5915-DGNVC,Female,47,No,No,Yes,No,0,United States,California,Cambria,93428,35.591387,-121.032256,6526,Q3,Yes,9,49,Offer B,Yes,25.1,Yes,Yes,DSL,30,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,71.8,3472.05,0,0,1229.9,4701.95,4,Stayed,No,79,6193,,
6260-XLACS,Male,49,No,No,No,No,0,United States,California,Casmalia,93429,34.866032,-120.536546,210,Q3,No,0,4,,Yes,23.04,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,117.8,0,0,92.16,209.96,3,Stayed,Yes,43,5018,,
3566-CAAYU,Female,28,Yes,No,Yes,Yes,3,United States,California,Cayucos,93430,35.511833,-120.918713,3220,Q3,Yes,3,64,Offer B,No,0,No,Yes,DSL,59,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,49.85,3210.35,0,0,0,3210.35,5,Stayed,No,56,5644,,
4983-CCWMC,Male,43,No,No,No,No,0,United States,California,Creston,93432,35.480896,-120.469476,1203,Q3,No,0,3,,Yes,28.97,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.6,207.4,0,20,86.91,314.31,4,Joined,Yes,39,5487,,
9103-CXVOK,Male,31,No,No,Yes,Yes,2,United States,California,Grover Beach,93433,35.120833,-120.61843,13106,Q3,Yes,8,1,,Yes,30.38,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,30.38,50.13,4,Joined,Yes,27,3068,,
2896-TBNBE,Male,46,No,No,Yes,No,0,United States,California,Guadalupe,93434,34.936,-120.594655,5726,Q3,Yes,5,40,Offer B,Yes,12.97,No,Yes,Fiber Optic,24,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.8,3132.75,0,0,518.8,3651.55,3,Stayed,No,26,3387,,
3841-CONLJ,Female,33,No,No,Yes,No,0,United States,California,Morro Bay,93442,35.369553,-120.763864,10909,Q3,Yes,9,1,,No,0,No,Yes,DSL,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35,35,0,0,0,35,3,Joined,Yes,54,4099,,
4475-NVTLU,Male,21,Yes,No,Yes,Yes,1,United States,California,Paso Robles,93446,35.634222,-120.728341,35586,Q3,Yes,6,45,Offer B,Yes,17.23,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,903.7,0,0,775.35,1679.05,3,Stayed,No,24,3451,,
9386-LDCZR,Male,19,Yes,No,No,No,0,United States,California,San Ardo,93450,35.996008,-120.85305,670,Q3,No,0,43,Offer B,Yes,36.78,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.65,3882.3,0,0,1581.54,5463.84,3,Stayed,No,27,2496,,
9585-KKMFD,Male,24,Yes,No,Yes,Yes,1,United States,California,San Miguel,93451,35.886767,-120.608661,2666,Q3,Yes,5,41,,Yes,16.02,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20,879.8,0,0,656.82,1536.62,3,Stayed,No,60,5743,,
5399-ZIMKF,Male,58,No,No,No,No,0,United States,California,San Simeon,93452,35.746484,-121.223355,471,Q3,No,0,5,,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,0,0,164.05,547.7,3,Stayed,Yes,34,3319,,
0336-KXKFK,Male,43,No,No,No,No,0,United States,California,Santa Margarita,93453,35.303926,-120.256567,2687,Q3,No,0,72,,No,0,No,Yes,DSL,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,0,0,0,4390.25,3,Stayed,No,38,4085,,
5619-XZZKR,Male,47,No,No,No,No,0,United States,California,Santa Maria,93454,34.943523,-120.256729,30540,Q3,No,0,4,,Yes,6.86,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,68.2,0,0,27.44,95.64,4,Stayed,Yes,35,2195,,
3948-FVVRP,Male,43,No,No,Yes,Yes,2,United States,California,Santa Maria,93455,34.818227,-120.418784,37364,Q3,Yes,2,9,,Yes,44.46,No,Yes,DSL,24,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8,452.8,0,0,400.14,852.94,4,Stayed,Yes,73,2848,,
0983-TATYJ,Female,42,No,No,Yes,No,0,United States,California,Santa Ynez,93460,34.630356,-120.032564,5710,Q3,Yes,7,33,,Yes,48.09,No,Yes,DSL,9,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,51.45,1758.9,0,0,1586.97,3345.87,3,Stayed,No,59,4935,,
1813-JYWTO,Female,59,No,No,Yes,No,0,United States,California,Shandon,93461,35.634488,-120.293534,1255,Q3,Yes,4,72,,Yes,6.23,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.45,5737.6,0,130,448.56,6316.16,4,Stayed,No,62,4202,,
6719-OXYBR,Male,41,No,No,No,No,0,United States,California,California City,93505,35.151491,-117.927597,8316,Q3,No,0,15,,Yes,27.3,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.3,1219.85,0,0,409.5,1629.35,3,Stayed,Yes,51,5559,,
6476-YHMGA,Female,63,No,No,Yes,Yes,1,United States,California,Benton,93512,37.653947,-118.231443,340,Q3,Yes,5,15,,Yes,39.77,No,Yes,DSL,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.5,1155.6,0,0,596.55,1752.15,5,Stayed,Yes,76,3851,,
0168-XZKBB,Female,34,No,No,Yes,No,0,United States,California,Boron,93516,34.95703,-117.73045,2241,Q3,Yes,8,19,,Yes,7.84,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0,0,148.96,1713.36,5,Stayed,Yes,64,5072,,
3785-NRHYR,Male,40,No,No,No,No,0,United States,California,Bridgeport,93517,38.184583,-119.286558,826,Q3,No,0,1,,Yes,16.91,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0,0,16.91,36.56,3,Joined,Yes,31,3192,,
4537-DKTAL,Female,26,Yes,No,No,No,0,United States,California,Darwin,93522,36.319181,-117.593053,64,Q3,No,0,2,Offer E,Yes,41.9,No,Yes,DSL,71,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,84.4,0,10,83.8,178.2,5,Joined,Yes,70,4372,,
5602-BVFMK,Female,58,No,No,No,No,0,United States,California,Independence,93526,36.869584,-118.189241,734,Q3,No,0,12,,Yes,41.78,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,228.75,0,0,501.36,730.11,5,Stayed,Yes,77,2868,,
6297-NOOPG,Female,41,No,No,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,4,70,,Yes,28.54,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7752.05,0,0,1997.8,9749.85,4,Stayed,No,64,5979,,
8204-TIFGJ,Female,38,No,No,No,No,0,United States,California,June Lake,93529,37.730269,-119.055813,618,Q3,No,0,23,,Yes,16.26,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,470.6,0,0,373.98,844.58,3,Stayed,Yes,43,3630,,
8903-XEBGX,Male,22,Yes,No,No,Yes,1,United States,California,Lancaster,93534,34.727529,-118.153098,35109,Q3,No,0,2,Offer E,Yes,43.93,No,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,0,0,87.86,196.51,3,Joined,Yes,67,4594,,
1089-XZWHH,Female,43,No,No,Yes,Yes,3,United States,California,Lee Vining,93541,37.890145,-119.184087,504,Q3,Yes,5,24,,Yes,46.3,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,494.05,0,0,1111.2,1605.25,5,Stayed,Yes,31,3594,,
2325-WINES,Female,44,No,No,No,No,0,United States,California,Littlerock,93543,34.505273,-117.955054,11198,Q3,No,0,32,,Yes,14.21,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.05,3416.85,0,0,454.72,3871.57,4,Stayed,No,60,2335,,
6064-ZATLR,Female,44,No,No,No,No,0,United States,California,Llano,93544,34.500091,-117.765862,1220,Q3,No,0,27,,Yes,10.55,No,Yes,DSL,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0,0,284.85,1783.5,3,Stayed,Yes,23,2842,,
7824-PANSQ,Male,52,No,No,No,No,0,United States,California,Mammoth Lakes,93546,37.550074,-118.837167,8217,Q3,No,0,58,,Yes,44.67,Yes,Yes,Fiber Optic,8,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.65,4807.35,0,0,2590.86,7398.21,5,Stayed,No,33,6043,,
9648-BCHKM,Female,22,Yes,No,Yes,Yes,3,United States,California,Palmdale,93550,34.536232,-118.082935,67232,Q3,Yes,9,18,,Yes,43.69,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,471.35,0,0,786.42,1257.77,3,Stayed,Yes,78,5231,,
2888-ADFAO,Female,47,No,No,Yes,Yes,3,United States,California,Palmdale,93551,34.613476,-118.256358,34045,Q3,Yes,5,47,,Yes,3.95,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.3,1041.8,0,0,185.65,1227.45,4,Stayed,No,30,2861,,
8707-HOEDG,Female,26,Yes,No,Yes,Yes,3,United States,California,Palmdale,93552,34.557711,-118.029441,25370,Q3,Yes,4,70,,Yes,5.51,Yes,Yes,Fiber Optic,85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0,150,385.7,8225.5,3,Stayed,No,53,4098,,
4072-IPYLT,Female,32,No,No,Yes,Yes,2,United States,California,Randsburg,93554,35.405722,-117.773354,117,Q3,Yes,3,36,,Yes,19.73,No,Yes,DSL,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,1815,0,0,710.28,2525.28,3,Stayed,No,56,2161,,
7167-PCEYD,Male,31,No,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,No,0,67,,Yes,4.72,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1311.3,0,0,316.24,1627.54,3,Stayed,No,75,4260,,
4936-YPJNK,Female,56,No,No,No,No,0,United States,California,Rosamond,93560,34.903052,-118.411251,14931,Q3,No,0,10,,Yes,23.84,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,199.45,0,0,238.4,437.85,4,Stayed,Yes,65,5811,,
4817-KEQSP,Female,43,No,No,Yes,Yes,2,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,2,71,,Yes,16.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1326.35,0,0,1195.64,2521.99,4,Stayed,No,54,6342,,
6408-WHTEF,Male,45,No,No,Yes,Yes,2,United States,California,Valyermo,93563,34.39583,-117.734568,413,Q3,Yes,7,72,,Yes,2.75,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,6376.55,0,0,198,6574.55,3,Stayed,No,52,6044,,
9251-AWQGT,Female,19,Yes,No,Yes,Yes,3,United States,California,Palmdale,93591,34.598221,-117.79593,6787,Q3,Yes,2,48,,Yes,9.77,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,935.9,0,0,468.96,1404.86,5,Stayed,No,50,2608,,
